Name,APID,Type,Endian,Conversion_C0,Conversion_C1,Conversion_C2,Conversion_C3,Conversion_C4
SHFINE,214,U16,big,,,,,
tlm_proc_tlm_table_used,214,U8,big,,,,,
tlm_proc_file_pointer,214,U32,big,,,,,
tlm_proc_buffer_index,214,U8,big,,,,,
tlm_proc_streaming,214,D8,big,,,,,
,214,U8,big,,,,,
CCSDS_Header_1_APID,221,U16,little,,,,,
CCSDS_Header_2_Seq,221,U16,little,,,,,
PKT_LEN,221,U16,little,,,,,
SHCOARSE,221,U32,big,,,,,
SHFINE,221,U16,big,,,,,
ext_tracker2_l01,221,U8,big,,,,,
ext_tracker2_l02,221,U8,big,,,,,
ext_tracker2_l03,221,U8,big,,,,,
ext_tracker2_l04,221,U8,big,,,,,
ext_tracker2_l05,221,U8,big,,,,,
ext_tracker2_l06,221,U8,big,,,,,
ext_tracker2_l07,221,U8,big,,,,,
ext_tracker2_l08,221,U8,big,,,,,
ext_tracker2_l09,221,U8,big,,,,,
ext_tracker2_l010,221,U8,big,,,,,
ext_tracker2_l011,221,U8,big,,,,,
ext_tracker2_l012,221,U8,big,,,,,
ext_tracker2_l013,221,U8,big,,,,,
ext_tracker2_l014,221,U8,big,,,,,
ext_tracker2_l015,221,U8,big,,,,,
ext_tracker2_l016,221,U8,big,,,,,
ext_tracker2_l017,221,U8,big,,,,,
ext_tracker2_l018,221,U8,big,,,,,
ext_tracker2_l019,221,U8,big,,,,,
ext_tracker2_l020,221,U8,big,,,,,
ext_tracker2_l021,221,U8,big,,,,,
ext_tracker2_l022,221,U8,big,,,,,
ext_tracker2_l023,221,U8,big,,,,,
ext_tracker2_l024,221,U8,big,,,,,
ext_tracker2_l025,221,U8,big,,,,,
ext_tracker2_l026,221,U8,big,,,,,
ext_tracker2_l027,221,U8,big,,,,,
ext_tracker2_l028,221,U8,big,,,,,
ext_tracker2_l029,221,U8,big,,,,,
ext_tracker2_l030,221,U8,big,,,,,
ext_tracker2_l031,221,U8,big,,,,,
ext_tracker2_l032,221,U8,big,,,,,
ext_tracker2_cmd_status,221,D8,big,,,,,
ext_tracker2_cmd_reject_status,221,D8,big,,,,,
ext_tracker2_cmd_accept_count,221,U8,big,,,,,
ext_tracker2_cmd_reject_count,221,U8,big,,,,,
ext_tracker2_last_acc_cmd_bytes1,221,U8,big,,,,,
ext_tracker2_last_acc_cmd_bytes2,221,U8,big,,,,,
ext_tracker2_last_acc_cmd_bytes3,221,U8,big,,,,,
ext_tracker2_last_acc_cmd_bytes4,221,U8,big,,,,,
ext_tracker2_last_acc_cmd_bytes5,221,U8,big,,,,,
ext_tracker2_last_acc_cmd_bytes6,221,U8,big,,,,,
ext_tracker2_last_acc_cmd_bytes7,221,U8,big,,,,,
ext_tracker2_last_acc_cmd_bytes8,221,U8,big,,,,,
ext_tracker2_last_rej_cmd_bytes1,221,U8,big,,,,,
ext_tracker2_last_rej_cmd_bytes2,221,U8,big,,,,,
ext_tracker2_last_rej_cmd_bytes3,221,U8,big,,,,,
ext_tracker2_last_rej_cmd_bytes4,221,U8,big,,,,,
ext_tracker2_last_rej_cmd_bytes5,221,U8,big,,,,,
ext_tracker2_last_rej_cmd_bytes6,221,U8,big,,,,,
ext_tracker2_last_rej_cmd_bytes7,221,U8,big,,,,,
ext_tracker2_last_rej_cmd_bytes8,221,U8,big,,,,,
ext_tracker2_software_version1,221,U32,big,,,,,
ext_tracker2_software_version2,221,U32,big,,,,,
ext_tracker2_hardware_version,221,U32,big,,,,,
ext_tracker2_counts_per_sec,221,U32,big,,,,,
ext_tracker2_hr_run_count,221,U32,big,,,,,
ext_tracker2_hr_time_usec,221,U32,big,,,,,
ext_tracker2_cycles_since_pps,221,U32,big,,,,,
ext_tracker2_hr_exec_time_ms1,221,U8,big,,,,,
ext_tracker2_hr_exec_time_ms2,221,U8,big,,,,,
ext_tracker2_hr_exec_time_ms3,221,U8,big,,,,,
ext_tracker2_hr_exec_time_ms4,221,U8,big,,,,,
ext_tracker2_hr_exec_time_ms5,221,U8,big,,,,,
ext_tracker2_clock_sync_enable,221,U8,big,,,,,
ext_tracker2_voltage_5p0,221,U8,big,0,0.025,0,0,0
ext_tracker2_voltage_3p3,221,U8,big,0,0.015,0,0,0
ext_tracker2_voltage_2p5,221,U8,big,0,0.015,0,0,0
ext_tracker2_voltage_1p8,221,U8,big,0,0.015,0,0,0
ext_tracker2_voltage_1p0,221,U8,big,0,0.015,0,0,0
ext_tracker2_det_temp,221,I8,big,0,0.8,0,0,0
ext_tracker2_length32,221,U32,big,,,,,
ext_tracker2_offset32,221,U32,big,,,,,
ext_tracker2_checksum,221,U16,big,,,,,
ext_tracker2_table_upload_status,221,D8,big,,,,,
ext_tracker2_which_table,221,U8,big,,,,,
ext_tracker2_image,221,U8,big,,,,,
ext_tracker2_flash_burn_armed,221,U8,big,,,,,
,221,U8,big,,,,,
,221,U16,big,,,,,
CCSDS_Header_1_APID,206,U16,little,,,,,
CCSDS_Header_2_Seq,206,U16,little,,,,,
PKT_LEN,206,U16,little,,,,,
SHCOARSE,206,U32,big,,,,,
SHFINE,206,U16,big,,,,,
rw_drive_theta_err1,206,I16,big,0,0.001,0,0,0
rw_drive_theta_err2,206,I16,big,0,0.001,0,0,0
rw_drive_theta_err3,206,I16,big,0,0.001,0,0,0
rw_drive_theta_err4,206,I16,big,0,0.001,0,0,0
rw_drive_drag_est1,206,I16,big,0,0.01,0,0,0
rw_drive_drag_est2,206,I16,big,0,0.01,0,0,0
rw_drive_drag_est3,206,I16,big,0,0.01,0,0,0
rw_drive_drag_est4,206,I16,big,0,0.01,0,0,0
rw_drive_obs_angle_residual1,206,I16,big,0,0.00025,0,0,0
rw_drive_obs_angle_residual2,206,I16,big,0,0.00025,0,0,0
rw_drive_obs_angle_residual3,206,I16,big,0,0.00025,0,0,0
rw_drive_obs_angle_residual4,206,I16,big,0,0.00025,0,0,0
rw_drive_filtered_speed_rpm_161,206,I16,big,0,0.4,0,0,0
rw_drive_filtered_speed_rpm_162,206,I16,big,0,0.4,0,0,0
rw_drive_filtered_speed_rpm_163,206,I16,big,0,0.4,0,0,0
rw_drive_filtered_speed_rpm_164,206,I16,big,0,0.4,0,0,0
rw_drive_speed_cmd_rpm_161,206,I16,big,0,0.4,0,0,0
rw_drive_speed_cmd_rpm_162,206,I16,big,0,0.4,0,0,0
rw_drive_speed_cmd_rpm_163,206,I16,big,0,0.4,0,0,0
rw_drive_speed_cmd_rpm_164,206,I16,big,0,0.4,0,0,0
rw_drive_torque_command1,206,I32,big,0,0,0,0,0
rw_drive_torque_command2,206,I32,big,0,0.00000001,0,0,0
rw_drive_torque_command3,206,I32,big,0,0.00000001,0,0,0
rw_drive_torque_command4,206,I32,big,0,0.00000001,0,0,0
rw_drive_meas_wheel_current1,206,I16,big,0,0.001,0,0,0
rw_drive_meas_wheel_current2,206,I16,big,0,0.001,0,0,0
rw_drive_meas_wheel_current3,206,I16,big,0,0.001,0,0,0
rw_drive_meas_wheel_current4,206,I16,big,0,0.001,0,0,0
rw_drive_rw_time,206,U32,big,,,,,
rw_drive_pwm_counts1,206,U32,big,,,,,
rw_drive_pwm_counts2,206,U32,big,,,,,
rw_drive_pwm_counts3,206,U32,big,,,,,
rw_drive_pwm_counts4,206,U32,big,,,,,
rw_drive_pw_mcmd_ct1,206,U32,big,,,,,
rw_drive_pw_mcmd_ct2,206,U32,big,,,,,
rw_drive_pw_mcmd_ct3,206,U32,big,,,,,
rw_drive_pw_mcmd_ct4,206,U32,big,,,,,
rw_drive_motor_tach_counts1,206,U16,big,,,,,
rw_drive_motor_tach_counts2,206,U16,big,,,,,
rw_drive_motor_tach_counts3,206,U16,big,,,,,
rw_drive_motor_tach_counts4,206,U16,big,,,,,
rw_drive_sensor_cal_timer1,206,U16,big,,,,,
rw_drive_sensor_cal_timer2,206,U16,big,,,,,
rw_drive_sensor_cal_timer3,206,U16,big,,,,,
rw_drive_sensor_cal_timer4,206,U16,big,,,,,
rw_drive_operating_mode1,206,D8,big,,,,,
rw_drive_operating_mode2,206,D8,big,,,,,
rw_drive_operating_mode3,206,D8,big,,,,,
rw_drive_operating_mode4,206,D8,big,,,,,
rw_drive_control_mode1,206,D8,big,,,,,
rw_drive_control_mode2,206,D8,big,,,,,
rw_drive_control_mode3,206,D8,big,,,,,
rw_drive_control_mode4,206,D8,big,,,,,
rw_drive_motor_fault_count1,206,U8,big,,,,,
rw_drive_motor_fault_count2,206,U8,big,,,,,
rw_drive_motor_fault_count3,206,U8,big,,,,,
rw_drive_motor_fault_count4,206,U8,big,,,,,
rw_drive_motor_hall_state1,206,U8,big,,,,,
rw_drive_motor_hall_state2,206,U8,big,,,,,
rw_drive_motor_hall_state3,206,U8,big,,,,,
rw_drive_motor_hall_state4,206,U8,big,,,,,
rw_drive_pw_menable1,206,D8,big,,,,,
rw_drive_pw_menable2,206,D8,big,,,,,
rw_drive_pw_menable3,206,D8,big,,,,,
rw_drive_pw_menable4,206,D8,big,,,,,
rw_drive_pw_mdirection1,206,D8,big,,,,,
rw_drive_pw_mdirection2,206,D8,big,,,,,
rw_drive_pw_mdirection3,206,D8,big,,,,,
rw_drive_pw_mdirection4,206,D8,big,,,,,
rw_drive_pw_mcmd_dir1,206,D8,big,,,,,
rw_drive_pw_mcmd_dir2,206,D8,big,,,,,
rw_drive_pw_mcmd_dir3,206,D8,big,,,,,
rw_drive_pw_mcmd_dir4,206,D8,big,,,,,
rw_drive_rw_test_mode,206,D8,big,,,,,
CCSDS_Header_1_APID,209,U16,little,,,,,
CCSDS_Header_2_Seq,209,U16,little,,,,,
PKT_LEN,209,U16,little,,,,,
SHCOARSE,209,U32,big,,,,,
SHFINE,209,U16,big,,,,,
momentum_momentum_vector_body1,209,I16,big,0,0.0002,0,0,0
momentum_momentum_vector_body2,209,I16,big,0,0.0002,0,0,0
momentum_momentum_vector_body3,209,I16,big,0,0.0002,0,0,0
momentum_total_momentum_mag,209,U16,big,0,0.0005,0,0,0
momentum_wheel_momentum_body1,209,I16,big,0,0.0002,0,0,0
momentum_wheel_momentum_body2,209,I16,big,0,0.0002,0,0,0
momentum_wheel_momentum_body3,209,I16,big,0,0.0002,0,0,0
momentum_bus_momentum_body1,209,I16,big,0,0.0002,0,0,0
momentum_bus_momentum_body2,209,I16,big,0,0.0002,0,0,0
momentum_bus_momentum_body3,209,I16,big,0,0.0002,0,0,0
momentum_cmd_momentum_inertial1,209,I16,big,0,0.000002,0,0,0
momentum_cmd_momentum_inertial2,209,I16,big,0,0.000002,0,0,0
momentum_cmd_momentum_inertial3,209,I16,big,0,0.000002,0,0,0
momentum_duty_cycle1,209,I8,big,,,,,
momentum_duty_cycle2,209,I8,big,,,,,
momentum_duty_cycle3,209,I8,big,,,,,
momentum_cycle_avg_magnet_torque1,209,I16,big,0,0.00000002,0,0,0
momentum_cycle_avg_magnet_torque2,209,I16,big,0,0.00000002,0,0,0
momentum_cycle_avg_magnet_torque3,209,I16,big,0,0.00000002,0,0,0
momentum_torque_rod_mode1,209,D8,big,,,,,
momentum_torque_rod_mode2,209,D8,big,,,,,
momentum_torque_rod_mode3,209,D8,big,,,,,
momentum_mag_source_setting,209,D8,big,,,,,
momentum_mag_source_used,209,D8,big,,,,,
momentum_momentum_vector_valid,209,D8,big,,,,,
momentum_momentum_vector_enabled,209,D8,big,,,,,
momentum_use_wheel_momenta,209,D8,big,,,,,
momentum_torque_rod_enable1,209,D8,big,,,,,
momentum_torque_rod_enable2,209,D8,big,,,,,
momentum_torque_rod_enable3,209,D8,big,,,,,
momentum_torque_rod_direction1,209,D8,big,,,,,
momentum_torque_rod_direction2,209,D8,big,,,,,
momentum_torque_rod_direction3,209,D8,big,,,,,
,209,U8,big,,,,,
,209,U16,big,,,,,
CCSDS_Header_1_APID,210,U16,little,,,,,
CCSDS_Header_2_Seq,210,U16,little,,,,,
PKT_LEN,210,U16,little,,,,,
SHCOARSE,210,U32,big,,,,,
SHFINE,210,U16,big,,,,,
css_sun_vector_body1,210,I16,big,0,0.0001,0,0,0
css_sun_vector_body2,210,I16,big,0,0.0001,0,0,0
css_sun_vector_body3,210,I16,big,0,0.0001,0,0,0
css_sun_vector_status,210,D8,big,,,,,
css_num_diodes_used1,210,U8,big,,,,,
css_num_diodes_used2,210,U8,big,,,,,
css_num_diodes_used3,210,U8,big,,,,,
css_num_diodes_used4,210,U8,big,,,,,
css_raw_sun_sensor_data1,210,U16,big,,,,,
css_raw_sun_sensor_data2,210,U16,big,,,,,
css_raw_sun_sensor_data3,210,U16,big,,,,,
css_raw_sun_sensor_data4,210,U16,big,,,,,
css_raw_sun_sensor_data5,210,U16,big,,,,,
css_raw_sun_sensor_data6,210,U16,big,,,,,
css_raw_sun_sensor_data7,210,U16,big,,,,,
css_raw_sun_sensor_data8,210,U16,big,,,,,
css_raw_sun_sensor_data9,210,U16,big,,,,,
css_raw_sun_sensor_data10,210,U16,big,,,,,
css_raw_sun_sensor_data11,210,U16,big,,,,,
css_raw_sun_sensor_data12,210,U16,big,,,,,
css_raw_sun_sensor_data13,210,U16,big,,,,,
css_raw_sun_sensor_data14,210,U16,big,,,,,
css_raw_sun_sensor_data15,210,U16,big,,,,,
css_raw_sun_sensor_data16,210,U16,big,,,,,
css_sun_vector_enabled,210,D8,big,,,,,
css_sun_sensor_used,210,U8,big,,,,,
css_css_test_mode,210,D8,big,,,,,
pad0,210,U8,big,,,,,
CCSDS_Header_1_APID,211,U16,little,,,,,
CCSDS_Header_2_Seq,211,U16,little,,,,,
PKT_LEN,211,U16,little,,,,,
SHCOARSE,211,U32,big,,,,,
SHFINE,211,U16,big,,,,,
mag_mag_vector_body1,211,I16,big,0,0.000000005,0,0,0
mag_mag_vector_body2,211,I16,big,0,0.000000005,0,0,0
mag_mag_vector_body3,211,I16,big,0,0.000000005,0,0,0
mag_raw_magnetometer_data1,211,U16,big,,,,,
mag_raw_magnetometer_data2,211,U16,big,,,,,
mag_raw_magnetometer_data3,211,U16,big,,,,,
mag_raw_magnetometer_data4,211,U16,big,,,,,
mag_raw_magnetometer_data5,211,U16,big,,,,,
mag_raw_magnetometer_data6,211,U16,big,,,,,
mag_raw_magnetometer_data7,211,U16,big,,,,,
mag_raw_magnetometer_data8,211,U16,big,,,,,
mag_raw_magnetometer_data9,211,U16,big,,,,,
mag_raw_magnetometer_data10,211,U16,big,,,,,
mag_raw_magnetometer_data11,211,U16,big,,,,,
mag_raw_magnetometer_data12,211,U16,big,,,,,
mag_raw_magnetometer_data13,211,U16,big,,,,,
mag_raw_magnetometer_data14,211,U16,big,,,,,
mag_raw_magnetometer_data15,211,U16,big,,,,,
mag_mag_vector_valid,211,D8,big,,,,,
mag_mag_sensor_used,211,U8,big,,,,,
mag_mag_test_mode,211,D8,big,,,,,
,211,U8,big,,,,,
CCSDS_Header_1_APID,200,U16,little,,,,,
CCSDS_Header_2_Seq,200,U16,little,,,,,
PKT_LEN,200,U16,little,,,,,
SHCOARSE,200,U32,big,,,,,
SHFINE,200,U16,big,,,,,
command_tlm_cmd_status,200,D8,big,,,,,
command_tlm_cmd_reject_status,200,D8,big,,,,,
command_tlm_cmd_accept_count,200,U8,big,,,,,
command_tlm_cmd_reject_count,200,U8,big,,,,,
command_tlm_last_acc_cmd_bytes1,200,U8,big,,,,,
command_tlm_last_acc_cmd_bytes2,200,U8,big,,,,,
command_tlm_last_acc_cmd_bytes3,200,U8,big,,,,,
command_tlm_last_acc_cmd_bytes4,200,U8,big,,,,,
command_tlm_last_acc_cmd_bytes5,200,U8,big,,,,,
command_tlm_last_acc_cmd_bytes6,200,U8,big,,,,,
command_tlm_last_acc_cmd_bytes7,200,U8,big,,,,,
command_tlm_last_acc_cmd_bytes8,200,U8,big,,,,,
command_tlm_last_rej_cmd_bytes1,200,U8,big,,,,,
command_tlm_last_rej_cmd_bytes2,200,U8,big,,,,,
command_tlm_last_rej_cmd_bytes3,200,U8,big,,,,,
command_tlm_last_rej_cmd_bytes4,200,U8,big,,,,,
command_tlm_last_rej_cmd_bytes5,200,U8,big,,,,,
command_tlm_last_rej_cmd_bytes6,200,U8,big,,,,,
command_tlm_last_rej_cmd_bytes7,200,U8,big,,,,,
command_tlm_last_rej_cmd_bytes8,200,U8,big,,,,,
CCSDS_Header_1_APID,50,U16,little,,,,,
CCSDS_Header_2_Seq,50,U16,little,,,,,
PKT_LEN,50,U16,little,,,,,
SHCOARSE,50,U32,big,,,,,
SHFINE,50,U16,big,,,,,
soh_fc,50,U8,big,,,,,
soh_time_tag,50,U32,big,,,,,
soh_counter,50,U32,big,,,,,
soh_cmd_status,50,U32,big,,,,,
soh_err_check,50,U8,big,,,,,
soh_apu_temp,50,U16,big,0,0.007812,0,0,0
soh_dcu_temp,50,U16,big,0,0.007812,0,0,0
soh_pmu_temp,50,U16,big,0,0.007812,0,0,0
soh_reserved,50,U8,big,,,,,
soh_crc,50,U8,big,,,,,
CCSDS_Header_1_APID,48,U16,little,,,,,
CCSDS_Header_2_Seq,48,U16,little,,,,,
PKT_LEN,48,U16,little,,,,,
SHCOARSE,48,U32,big,,,,,
SHFINE,48,U16,big,,,,,
sci_fc,48,U8,big,,,,,
sci_time_tag,48,U32,big,,,,,
sci_counter,48,U32,big,,,,,
sci_cmd_status,48,U32,big,,,,,
sci_err_check,48,U8,big,,,,,
sci_apu_temp,48,U16,big,0,0.007812,0,0,0
sci_dcu_temp,48,U16,big,0,0.007812,0,0,0
sci_pmu_temp,48,U16,big,0,0.007812,0,0,0
sci_reserved,48,U8,big,,,,,
sci_data1,48,U1672,big,,,,,
CCSDS_Header_1_APID,49,U16,little,,,,,
CCSDS_Header_2_Seq,49,U16,little,,,,,
PKT_LEN,49,U16,little,,,,,
SHCOARSE,49,U32,big,,,,,
SHFINE,49,U16,big,,,,,
sci_data2,49,U376,big,,,,,
sci_crc,49,U8,big,,,,,
CCSDS_Header_1_APID,176,U16,little,,,,,
CCSDS_Header_2_Seq,176,U16,little,,,,,
PKT_LEN,176,U16,little,,,,,
SHCOARSE,176,U32,big,,,,,
SHFINE,176,U16,big,,,,,
log_CDHState_Sci_All,176,U8,big,,,,,
log_CmdLastOpcode_Sci_All,176,U8,big,,,,,
log_CmdLastStatus_Sci_All,176,U16,big,,,,,
log_CmdAcceptCnt_Sci_All,176,U16,big,,,,,
log_CmdRejectCnt_Sci_All,176,U16,big,,,,,
log_ParamSetHdr_Sci_All,176,U16,big,,,,,
log_cdhEnables,176,U16,big,,,,,
log_cdhTemp,176,U16,big,,,,,
log_sps_sum_rate,176,U16,big,,,,,
log_sps_x,176,U16,big,,,,,
log_sps_y,176,U16,big,,,,,
log_x_fast,176,U16,big,,,,,
log_x_slow,176,U16,big,,,,,
log_x_accum,176,U32,big,,,,,
log_x_temp,176,U16,big,,,,,
log_spare,176,U16,big,,,,,
log_msg,176,C640,big,,,,,
log_check,176,U16,big,,,,,
CCSDS_Header_1_APID,178,U16,little,,,,,
CCSDS_Header_2_Seq,178,U16,little,,,,,
PKT_LEN,178,U16,little,,,,,
SHCOARSE,178,U32,big,,,,,
SHFINE,178,U16,big,,,,,
sci_cdh_info,178,U8,big,,,,,
sci_cmd_opcode,178,U8,big,,,,,
sci_cmd_status,178,D16,big,,,,,
sci_cmd_acpt_count,178,U16,big,,,,,
sci_cmd_rjct_count,178,U16,big,,,,,
sci_param_set_header,178,U16,big,,,,,
sci_SparesEnabled1,178,U8,big,,,,,
sci_SparesEnabled2,178,U8,big,,,,,
sci_sw_version,178,U8,big,,,,,
sci_patch_version,178,U8,big,,,,,
sci_lockout_timeout,178,U16,big,,,,,
sci_inst_htr_set,178,I16,big,,,,,
sci_time_offset,178,U32,big,,,,,
sci_batt_v1,178,U16,big,0,0.01638,0,0,0
sci_batt_v2,178,U16,big,0,0.008191,0,0,0
sci_5v,178,U16,big,0,0.01638,0,0,0
sci_3v,178,U16,big,0,0.01638,0,0,0
sci_cdh_temp,178,U16,big,0,0.003906,0,0,0
sci_i2c_err,178,U16,big,,,,,
sci_rtc_err,178,U16,big,,,,,
sci_spi_sd_err,178,U16,big,,,,,
sci_uart1_err,178,U16,big,,,,,
sci_uart2_err,178,U16,big,,,,,
sci_uart3_err,178,U16,big,,,,,
sci_uart4_err,178,U16,big,,,,,
sci_mb_temp1,178,U16,big,0,0.003906,0,0,0
sci_mb_temp2,178,U16,big,0,0.003906,0,0,0
sci_eps_temp1,178,U16,big,0,0.003906,0,0,0
sci_eps_temp2,178,U16,big,0,0.003906,0,0,0
sci_bat_curr,178,U16,big,0,0.499877,0,0,0
sci_bat_volt,178,U16,big,0,0.001,0,0,0
sci_3v_curr,178,U16,big,0,0.499877,0,0,0
sci_3v_volt,178,U16,big,0,0.001,0,0,0
sci_5v_curr,178,U16,big,0,0.499877,0,0,0
sci_5v_volt,178,U16,big,0,0.001,0,0,0
sci_pico_sim_temp,178,I8,big,,,,,
sci_pico_sim_temp_dummy,178,I8,big,,,,,
sci_sps_board_temp,178,U16,big,,,,,
sci_sps_sum,178,U32,big,,,,,
sci_sps_xpos,178,U16,big,,,,,
sci_sps_ypos,178,U16,big,,,,,
sci_spares,178,U32,big,,,,,
sci_pico_sim_int_time,178,U16,big,0,2.8,0,0,0
sci_pico_sim_data1,178,U24,big,,,,,
sci_pico_sim_num1,178,U8,big,,,,,
sci_pico_sim_data2,178,U24,big,,,,,
sci_pico_sim_num2,178,U8,big,,,,,
sci_pico_sim_data3,178,U24,big,,,,,
sci_pico_sim_num3,178,U8,big,,,,,
sci_pico_sim_data4,178,U24,big,,,,,
sci_pico_sim_num4,178,U8,big,,,,,
sci_pico_sim_data5,178,U24,big,,,,,
sci_pico_sim_num5,178,U8,big,,,,,
sci_pico_sim_data6,178,U24,big,,,,,
sci_pico_sim_num6,178,U8,big,,,,,
sci_sps_data1,178,U16,big,,,,,
sci_sps_data2,178,U16,big,,,,,
sci_sps_data3,178,U16,big,,,,,
sci_sps_data4,178,U16,big,,,,,
sci_sps_int_time,178,U16,big,,,,,
sci_x123_fast_count,178,U32,big,,,,,
sci_x123_slow_count,178,U32,big,,,,,
sci_x123_gp_count,178,U32,big,,,,,
sci_x123_accum_time,178,U32,big,,,,,
sci_x123_live_time,178,U32,big,,,,,
sci_x123_real_time,178,U32,big,,,,,
sci_x123_hv,178,I16,big,0,0.5,0,0,0
sci_x123_det_temp,178,U16,big,0,0.1,0,0,0
sci_x123_brd_temp,178,I8,big,,,,,
sci_x123_flags1,178,U8,big,,,,,
sci_x123_flags2,178,U8,big,,,,,
sci_x123_flags3,178,U8,big,,,,,
sci_x123_read_err,178,U8,big,,,,,
sci_x123_radio_active,178,U8,big,,,,,
sci_x123_write_err,178,U8,big,,,,,
sci_x123_spare_err,178,U8,big,,,,,
sci_x123_cmp_info,178,U16,big,,,,,
sci_x123_spect_len,178,U16,big,,,,,
sci_x123_group_count,178,U16,big,,,,,
sci_first_data,178,U624,big,,,,,
sci_chksm,178,U16,big,,,,,
CCSDS_Header_1_APID,54,U16,little,,,,,
CCSDS_Header_2_Seq,54,U16,little,,,,,
PKT_LEN,54,U16,little,,,,,
SHCOARSE,54,U32,big,,,,,
SHFINE,54,U16,big,,,,,
l0_hw_sec,54,U8,big,,,,,
l0_rjct_count,54,U8,big,,,,,
l0_acpt_count,54,U8,big,,,,,
l0_8bit_word,54,U8,big,,,,,
l0_adc_hvbus,54,U16,big,,,,,
l0_adc_lvbus,54,U16,big,,,,,
l0_adc_1p8_v,54,U16,big,,,,,
l0_adc_2p5_v,54,U16,big,,,,,
l0_adc_det_temp,54,U16,big,,,,,
l0_adc_1p0_v,54,U16,big,,,,,
l0_adc_flsh_pwr,54,U16,big,,,,,
l0_adc_box_temp,54,U16,big,,,,,
l0_cmd_time,54,U32,big,,,,,
l0_boot_sel,54,D32,big,,,,,
l0_sync,54,U32,big,,,,,
